job,item,tube_type,selected_machine,machines,calculated_setup_time,tool,setuptime_material,setuptime_coil,duration_machine,duration_manual,shift,latest_start,calculated_start,calculated_end,planned_start,planned_end,final_start,final_end,setup_time,status,jobStartDelay,jobEndDelay,start,end
92021965957,60PAP1660,PAP,1533,"1531,1532,1533,1543",,A0 035,0 days 00:15:00,0 days 00:02:00,0 days 03:01:16.200000,0 days 00:59:00,W01S3,2022-05-19 14:29:27,,,,,2022-03-04 19:28:19,2022-03-07 06:29:35,0 days 00:17:00,JobStatus.UNPLANNED,11215699.0,0,2021-10-26 00:00:00,2022-05-19 20:49:00
92021376968,55PAP2065,PAP,1535,"1531,1532,1533,1535,1536,1537,1543",,A0 012,0 days 00:15:00,0 days 00:02:00,0 days 02:55:08.400000,0 days 00:36:27.600000,W01S3,2022-05-31 02:46:43,,,,,2022-03-04 15:41:19,2022-03-04 18:36:27,0 days 00:17:00,JobStatus.UNPLANNED,2907679.0,0,2022-01-30 00:00:00,2022-05-31 08:54:00
92021366911,70PAK,PAK,1531,1531,,A0 044,0 days 00:15:00,0 days 00:02:00,0 days 02:53:17.400000,0 days 02:53:17.400000,W01S3,2022-06-02 21:05:25,,,,,2022-03-08 11:16:19,2022-03-08 14:09:36,0 days 00:17:00,JobStatus.UNPLANNED,2373379.0,0,2022-02-09 00:00:00,2022-06-03 03:09:00
92021731633,90PAPK003,PAPK,1531,1531,,A0 001,0 days 00:15:00,0 days 00:02:00,0 days 02:50:00.600000,0 days 02:35:00.600000,W01S3,2022-05-13 03:11:58,,,,,2022-03-08 14:27:19,2022-03-08 17:17:19,0 days 00:17:00,JobStatus.UNPLANNED,13962439.0,0,2021-09-28 00:00:00,2022-05-13 09:09:00
92021365534,25AGA1190,AGA,1536,1536,,A0 062,0 days 00:15:00,0 days 00:02:00,0 days 02:37:44.400000,0 days 00:50:24,W01S3,2022-04-04 09:36:31,,,,,2022-03-24 12:33:00,2022-03-24 15:10:44,0 days 00:17:00,JobStatus.UNPLANNED,1600380.0,0,2022-03-06 00:00:00,2022-04-04 15:09:00
92021365535,25APK,APK,1536,1536,,A0 062,0 days 00:15:00,0 days 00:02:00,0 days 02:37:09,0 days 02:37:09,W01S3,2022-04-02 15:17:42,,,,,2022-03-25 06:00:00,2022-03-25 00:46:28,0 days 00:17:00,JobStatus.UNPLANNED,2268000.0,0,2022-02-27 00:00:00,2022-04-02 20:49:00
92021741249,75APK1501,APK,1531,1531,,A0 028,0 days 00:15:00,0 days 00:02:00,0 days 02:36:09.600000,0 days 00:46:30,W01S3,2022-05-12 15:19:40,,,,,2022-03-08 17:35:19,2022-03-08 20:11:28,0 days 00:17:00,JobStatus.UNPLANNED,14146519.0,0,2021-09-26 00:00:00,2022-05-12 20:49:00
92021529395,70AA30000,AA,1531,1531,,A0 023,0 days 00:15:00,0 days 00:02:00,0 days 02:27:11.400000,0 days 02:12:11.400000,W01S3,2022-05-02 03:42:37,,,,,2022-03-08 20:29:19,2022-03-09 06:56:30,0 days 00:17:00,JobStatus.UNPLANNED,16230559.0,0,2021-09-02 00:00:00,2022-05-02 08:54:00
92021060385,10AGA076,AGA,1536,"1536,1537",,A0 050,0 days 00:15:00,0 days 00:02:00,0 days 02:19:04.200000,0 days 00:37:24,W01S3,2022-05-19 15:53:51,,,,,2022-03-25 06:00:00,2022-03-25 03:23:23,0 days 00:17:00,JobStatus.UNPLANNED,10216800.0,0,2021-11-27 00:00:00,2022-05-19 20:49:00
92021060396,10AGA081,AGA,1536,"1536,1537",,A0 050,0 days 00:15:00,0 days 00:02:00,0 days 02:16:35.400000,0 days 00:29:15,W01S3,2022-05-19 15:58:49,,,,,2022-03-25 06:00:00,2022-03-25 05:57:54,0 days 00:17:00,JobStatus.UNPLANNED,10389600.0,0,2021-11-25 00:00:00,2022-05-19 20:49:00
92021155660,10AGA081,AGA,1536,"1536,1537",,A0 050,0 days 00:15:00,0 days 00:02:00,0 days 02:16:35.400000,0 days 00:29:15,W01S3,2022-05-24 15:58:49,,,,,2022-03-25 06:15:19,2022-03-25 08:31:54,0 days 00:17:00,JobStatus.UNPLANNED,7107319.0,0,2022-01-02 00:00:00,2022-05-24 20:49:00
92021366057,40APK1750,APK,1534,"1532,1533,1534,1535,1536,1537",,A0 006,0 days 00:15:00,0 days 00:02:00,0 days 02:08:03.600000,0 days 00:35:12,W01S3,2022-04-01 16:15:52,,,,,2022-03-04 16:47:31,2022-03-04 18:55:34,0 days 00:17:00,JobStatus.UNPLANNED,838051.0,0,2022-02-23 00:00:00,2022-04-01 20:49:00
92021730789,60PAPK003,PAK,1532,"1531,1532,1533",,A0 035,0 days 00:15:00,0 days 00:02:00,0 days 02:06:56.400000,0 days 01:51:56.400000,W01S3,2022-05-10 04:23:07,,,,,2022-03-04 19:48:19,2022-03-04 21:55:15,0 days 00:17:00,JobStatus.UNPLANNED,12426499.0,0,2021-10-12 00:00:00,2022-05-10 08:54:00
92021965925,60APK,APK,1532,"1531,1532,1533",,A0 035,0 days 00:15:00,0 days 00:02:00,0 days 02:05:14.400000,0 days 02:05:14.400000,W01S3,2022-05-17 04:26:31,,,,,2022-03-07 06:00:00,2022-03-05 00:17:33,0 days 00:17:00,JobStatus.UNPLANNED,9784800.0,0,2021-11-14 00:00:00,2022-05-17 08:54:00
92021376987,60APK,APK,1533,1533,,A0 035,0 days 00:15:00,0 days 00:02:00,0 days 02:05:14.400000,0 days 02:05:14.400000,W01S3,2022-03-06 22:41:31,,,,,2022-03-03 13:06:00,2022-03-03 15:11:14,0 days 00:17:00,JobStatus.UNPLANNED,133560.0,0,2022-03-02 00:00:00,2022-03-07 03:09:00
92021156728,12AGA029,AGA,1536,"1536,1537",,A0 021,0 days 00:15:00,0 days 00:02:00,0 days 02:04:36.600000,0 days 00:44:00,W01S3,2022-05-24 04:27:46,,,,,2022-03-25 08:49:19,2022-03-25 10:53:55,0 days 00:17:00,JobStatus.UNPLANNED,6857359.0,0,2022-01-05 00:00:00,2022-05-24 08:54:00
